Mod:Item:MetaData, Localized Name
forestry:fence.gates.fireproof.walnut:0, Калитка из орехового дерева (огнестойкость)
forestry:fence.gates.greenheart:0, Калитка из гринхарта
forestry:fence.gates.fireproof.greenheart:0, Калитка из гринхарта (огнестойкость)
forestry:fence.gates.cherry:0, Калитка из вишнёвого дерева
forestry:fence.gates.fireproof.cherry:0, Калитка из вишнёвого дерева (огнестойкость)
forestry:fence.gates.mahoe:0, Калитка из гибискуса
forestry:fence.gates.fireproof.mahoe:0, Калитка из гибискуса (огнестойкость)
forestry:fence.gates.poplar:0, Калитка из тополя
forestry:fence.gates.fireproof.poplar:0, Калитка из тополя (огнестойкость)
forestry:fence.gates.palm:0, Калитка из пальмы
forestry:fence.gates.fireproof.palm:0, Калитка из пальмы (огнестойкость)
forestry:fence.gates.papaya:0, Калитка из дынного дерева
forestry:fence.gates.fireproof.papaya:0, Калитка из дынного дерева (огнестойкость)
forestry:fence.gates.pine:0, Калитка из сосны
forestry:fence.gates.fireproof.pine:0, Калитка из сосны (огнестойкость)
forestry:fence.gates.plum:0, Калитка из сливового дерева
forestry:fence.gates.fireproof.plum:0, Калитка из сливового дерева (огнестойкость)
forestry:fence.gates.maple:0, Калитка из клёна
forestry:fence.gates.fireproof.maple:0, Калитка из клёна (огнестойкость)
forestry:fence.gates.citrus:0, Калитка из цитрусового дерева
forestry:fence.gates.fireproof.citrus:0, Калитка из цитрусового дерева (огнестойкость)
forestry:fence.gates.giganteum:0, Калитка из гигантской секвойи
forestry:fence.gates.fireproof.giganteum:0, Калитка из гигантской секвойи (огнестойкость)
forestry:fence.gates.ipe:0, Калитка из муравьиного дерева
forestry:fence.gates.fireproof.ipe:0, Калитка из муравьиного дерева (огнестойкость)
forestry:fence.gates.padauk:0, Калитка из падука
forestry:fence.gates.fireproof.padauk:0, Калитка из падука (огнестойкость)
forestry:fence.gates.cocobolo:0, Калитка из кокоболо
forestry:fence.gates.fireproof.cocobolo:0, Калитка из кокоболо (огнестойкость)
forestry:fence.gates.zebrawood:0, Калитка из зебрано
forestry:fence.gates.fireproof.zebrawood:0, Калитка из зебрано (огнестойкость)
forestry:fence.gates.vanilla.fireproof.oak:0, Дубовая калитка (огнестойкость)
forestry:fence.gates.vanilla.fireproof.spruce:0, Еловая калитка (огнестойкость)
forestry:fence.gates.vanilla.fireproof.birch:0, Берёзовая калитка (огнестойкость)
forestry:fence.gates.vanilla.fireproof.jungle:0, Калитка из тропического дерева (огнестойкость)
forestry:fence.gates.vanilla.fireproof.acacia:0, Акациевая калитка (огнестойкость)
forestry:fence.gates.vanilla.fireproof.dark_oak:0, Калитка из тёмного дуба (огнестойкость)
forestry:stairs.larch:0, Ступеньки из лиственницы
forestry:stairs.teak:0, Ступеньки из тикового дерева
forestry:stairs.acacia:0, Ступеньки из акации
forestry:stairs.lime:0, Ступеньки из липы
forestry:stairs.chestnut:0, Ступеньки из каштана
forestry:stairs.wenge:0, Ступеньки из дерева Венге
forestry:stairs.baobab:0, Ступеньки из баобаба
forestry:stairs.sequoia:0, Ступеньки из секвойи
forestry:stairs.kapok:0, Ступеньки из хлопкового дерева
forestry:stairs.ebony:0, Ступеньки из мирта
forestry:stairs.mahogany:0, Ступеньки из красного дерева
forestry:stairs.balsa:0, Ступеньки из бальзы
forestry:stairs.willow:0, Ступеньки из ивы
forestry:stairs.walnut:0, Ступеньки из орехового дерева
forestry:stairs.greenheart:0, Ступеньки из гринхарта
forestry:stairs.cherry:0, Ступеньки из вишнёвого дерева
forestry:stairs.mahoe:0, Ступеньки из гибискуса
forestry:stairs.poplar:0, Ступеньки из тополя
forestry:stairs.palm:0, Ступеньки из пальмы
forestry:stairs.papaya:0, Ступеньки из дынного дерева
forestry:stairs.pine:0, Ступеньки из сосны
forestry:stairs.plum:0, Ступеньки из сливового дерева
forestry:stairs.maple:0, Ступеньки из клёна
forestry:stairs.citrus:0, Ступеньки из цитрусового дерева
forestry:stairs.giganteum:0, Ступеньки из гигантской секвойи
forestry:stairs.ipe:0, Ступеньки из муравьиного дерева
forestry:stairs.padauk:0, Ступеньки из падука
forestry:stairs.cocobolo:0, Ступеньки из кокоболо
forestry:stairs.zebrawood:0, Ступеньки из зебрано
forestry:stairs.fireproof.larch:0, Ступеньки из лиственницы (огнестойкость)
forestry:stairs.fireproof.teak:0, Ступеньки из тикового дерева (огнестойкость)
forestry:stairs.fireproof.acacia:0, Ступеньки из акации (огнестойкость)
forestry:stairs.fireproof.lime:0, Ступеньки из липы (огнестойкость)
forestry:stairs.fireproof.chestnut:0, Ступеньки из каштана (огнестойкость)
forestry:stairs.fireproof.wenge:0, Ступеньки из дерева Венге (огнестойкость)
forestry:stairs.fireproof.baobab:0, Ступеньки из баобаба (огнестойкость)
forestry:stairs.fireproof.sequoia:0, Ступеньки из секвойи (огнестойкость)
forestry:stairs.fireproof.kapok:0, Ступеньки из хлопкового дерева (огнестойкость)
forestry:stairs.fireproof.ebony:0, Ступеньки из мирта (огнестойкость)
forestry:stairs.fireproof.mahogany:0, Ступеньки из красного дерева (огнестойкость)
forestry:stairs.fireproof.balsa:0, Ступеньки из бальзы (огнестойкость)
forestry:stairs.fireproof.willow:0, Ступеньки из ивы (огнестойкость)
forestry:stairs.fireproof.walnut:0, Ступеньки из орехового дерева (огнестойкость)
forestry:stairs.fireproof.greenheart:0, Ступеньки из гринхарта (огнестойкость)
forestry:stairs.fireproof.cherry:0, Ступеньки из вишнёвого дерева (огнестойкость)
forestry:stairs.fireproof.mahoe:0, Ступеньки из гибискуса (огнестойкость)
forestry:stairs.fireproof.poplar:0, Ступеньки из тополя (огнестойкость)
forestry:stairs.fireproof.palm:0, Ступеньки из пальмы (огнестойкость)
forestry:stairs.fireproof.papaya:0, Ступеньки из дынного дерева (огнестойкость)
forestry:stairs.fireproof.pine:0, Ступеньки из сосны (огнестойкость)
forestry:stairs.fireproof.plum:0, Ступеньки из сливового дерева (огнестойкость)
forestry:stairs.fireproof.maple:0, Ступеньки из клёна (огнестойкость)
forestry:stairs.fireproof.citrus:0, Ступеньки из цитрусового дерева (огнестойкость)
forestry:stairs.fireproof.giganteum:0, Ступеньки из гигантской секвойи (огнестойкость)
forestry:stairs.fireproof.ipe:0, Ступеньки из муравьиного дерева (огнестойкость)
forestry:stairs.fireproof.padauk:0, Ступеньки из падука (огнестойкость)
forestry:stairs.fireproof.cocobolo:0, Ступеньки из кокоболо (огнестойкость)
forestry:stairs.fireproof.zebrawood:0, Ступеньки из зебрано (огнестойкость)
forestry:stairs.vanilla.fireproof.oak:0, Дубовые ступеньки (огнестойкость)
forestry:stairs.vanilla.fireproof.spruce:0, Еловые ступеньки (огнестойкость)
forestry:stairs.vanilla.fireproof.birch:0, Берёзовые ступеньки (огнестойкость)
forestry:stairs.vanilla.fireproof.jungle:0, Ступеньки из тропического дерева (огнестойкость)
forestry:stairs.vanilla.fireproof.acacia:0, Акациевые ступеньки (огнестойкость)
forestry:stairs.vanilla.fireproof.dark_oak:0, Ступеньки из тёмного дуба (огнестойкость)
forestry:doors.larch:0, Дверь из лиственницы
forestry:doors.teak:0, Дверь из тикового дерева
forestry:doors.acacia:0, Дверь из акации
forestry:doors.lime:0, Дверь из липы
forestry:doors.chestnut:0, Дверь из каштана
forestry:doors.wenge:0, Дверь из дерева Венге
forestry:doors.baobab:0, Дверь из баобаба
forestry:doors.sequoia:0, Дверь из секвойи
forestry:doors.kapok:0, Дверь из хлопкового дерева
forestry:doors.ebony:0, Дверь из мирта
forestry:doors.mahogany:0, Дверь из красного дерева
forestry:doors.balsa:0, Дверь из бальзы
forestry:doors.willow:0, Дверь из ивы
forestry:doors.walnut:0, Дверь из орехового дерева
forestry:doors.greenheart:0, Дверь из гринхарта
forestry:doors.cherry:0, Дверь из вишнёвого дерева
forestry:doors.mahoe:0, Дверь из гибискуса
forestry:doors.poplar:0, Дверь из тополя
forestry:doors.palm:0, Дверь из пальмы
forestry:doors.papaya:0, Дверь из дынного дерева
forestry:doors.pine:0, Дверь из сосны
forestry:doors.plum:0, Дверь из сливового дерева
forestry:doors.maple:0, Дверь из клёна
forestry:doors.citrus:0, Дверь из цитрусового дерева
forestry:doors.giganteum:0, Дверь из гигантской секвойи
forestry:doors.ipe:0, Дверь из муравьиного дерева
forestry:doors.padauk:0, Дверь из падука
forestry:doors.cocobolo:0, Дверь из кокоболо
forestry:doors.zebrawood:0, Дверь из зебрано
forestry:sapling_ge:0, tile.for.sapling_ge.name
forestry:leaves.decorative.0:0, Листва яблочного дуба
forestry:leaves.decorative.0:1, Листва тёмного дуба
forestry:leaves.decorative.0:2, Листва белой берёзы
forestry:leaves.decorative.0:3, Листва липы пушистой
forestry:leaves.decorative.0:4, Листва обычного орехового дерева
forestry:leaves.decorative.0:5, Листва каштана посевного
forestry:leaves.decorative.0:6, Листва сакуры
forestry:leaves.decorative.0:7, Листва лимонного дерева
forestry:leaves.decorative.0:8, Листва сливового дерева
forestry:leaves.decorative.0:9, Листва сахарного клёна
forestry:leaves.decorative.0:10, Листва красной ели
forestry:leaves.decorative.0:11, Листва мировой лиственницы
forestry:leaves.decorative.0:12, Листва жёлтой сосны
forestry:leaves.decorative.0:13, Листва береговой секвойи
forestry:leaves.decorative.0:14, Листва гигантской секвойи
forestry:leaves.decorative.0:15, Листва тропического дерева
forestry:leaves.decorative.1:0, Листва тикового дерева
forestry:leaves.decorative.1:1, Листва муравьиного дерева
forestry:leaves.decorative.1:2, Листва хлопкового дерева
forestry:leaves.decorative.1:3, Листва мирта
forestry:leaves.decorative.1:4, Листва зебрано
forestry:leaves.decorative.1:5, Листва жёлтого меранти
forestry:leaves.decorative.1:6, Листва акации
forestry:leaves.decorative.1:7, Листва пустынной акации
forestry:leaves.decorative.1:8, Листва падука
forestry:leaves.decorative.1:9, Листва бальзы
forestry:leaves.decorative.1:10, Листва кокоболо
forestry:leaves.decorative.1:11, Листва дерева Венге
forestry:leaves.decorative.1:12, Листва Адансонии Грандидье
forestry:leaves.decorative.1:13, Листва синего гибискуса
forestry:leaves.decorative.1:14, Листва белой ивы
forestry:leaves.decorative.1:15, Листва Сипири
forestry:leaves.decorative.2:0, Листва дынного дерева
forestry:leaves.decorative.2:1, Листва финиковой пальмы
forestry:leaves.decorative.2:2, Листва белого тополя
forestry:tree_chest:0, Сундук лесовода
forestry:fluid.bio.ethanol, Этанол
forestry:fluid.biomass, Биомасса
forestry:fluid.glass, Жидкое стекло
forestry:fluid.for.honey, Мёд
forestry:fluid.ice, Молотый лёд
forestry:fluid.juice, Фруктовый сок
forestry:fluid.milk, Молоко
forestry:fluid.seed.oil, Растительное масло
forestry:fluid.short.mead, Питный мёд
forestry:can, item.for.can.name
forestry:capsule, item.for.capsule.name
forestry:refractory, item.for.refractory.name
forestry:butterfly_chest:0, Сундук лепидоптеролога
forestry:cocoon:0, tile.for.cocoon.name
forestry:cocoon.solid:0, tile.for.cocoon.solid.name
forestry:charcoal:0, Блок древесного угля
forestry:wood_pile:0, Охапка дров
forestry:wood_pile_decorative:0, Декоративная охапка дров
forestry:ash_block_0:0, Блок пепла
forestry:ash_block_1:0, Блок пепла
forestry:ash_block_2:0, Блок пепла
forestry:ash_block_3:0, Блок пепла
forestry:loam:0, Суглинок
forestry:book_forester, Руководство лесника
forestry:mushroom:0, tile.for.mushroom.name
forestry:mushroom:1, tile.for.mushroom.name
forestry:ffarm:0, Блок фермы
forestry:ffarm:0, Блок фермы
forestry:ffarm:0, Блок фермы
forestry:ffarm:0, Блок фермы
forestry:ffarm:0, Блок фермы
forestry:ffarm:0, Блок фермы
forestry:ffarm:0, Блок фермы
forestry:ffarm:0, Блок фермы
forestry:ffarm:0, Блок фермы
forestry:ffarm:0, Блок фермы
forestry:ffarm:0, Блок фермы
forestry:ffarm:2, Редуктор фермы
forestry:ffarm:2, Редуктор фермы
forestry:ffarm:2, Редуктор фермы
forestry:ffarm:2, Редуктор фермы
forestry:ffarm:2, Редуктор фермы
forestry:ffarm:2, Редуктор фермы
forestry:ffarm:2, Редуктор фермы
forestry:ffarm:2, Редуктор фермы
forestry:ffarm:2, Редуктор фермы
forestry:ffarm:2, Редуктор фермы
forestry:ffarm:2, Редуктор фермы
forestry:ffarm:3, Люк фермы
forestry:ffarm:3, Люк фермы
forestry:ffarm:3, Люк фермы
forestry:ffarm:3, Люк фермы
forestry:ffarm:3, Люк фермы
forestry:ffarm:3, Люк фермы
forestry:ffarm:3, Люк фермы
forestry:ffarm:3, Люк фермы
forestry:ffarm:3, Люк фермы
forestry:ffarm:3, Люк фермы
forestry:ffarm:3, Люк фермы
forestry:ffarm:4, Вентиль фермы
forestry:ffarm:4, Вентиль фермы
forestry:ffarm:4, Вентиль фермы
forestry:ffarm:4, Вентиль фермы
forestry:ffarm:4, Вентиль фермы
forestry:ffarm:4, Вентиль фермы
forestry:ffarm:4, Вентиль фермы
forestry:ffarm:4, Вентиль фермы
forestry:ffarm:4, Вентиль фермы
forestry:ffarm:4, Вентиль фермы
forestry:ffarm:4, Вентиль фермы
forestry:ffarm:5, Блок управления фермы
forestry:ffarm:5, Блок управления фермы
forestry:ffarm:5, Блок управления фермы
forestry:ffarm:5, Блок управления фермы
forestry:ffarm:5, Блок управления фермы
forestry:ffarm:5, Блок управления фермы
forestry:ffarm:5, Блок управления фермы
forestry:ffarm:5, Блок управления фермы
forestry:ffarm:5, Блок управления фермы
forestry:ffarm:5, Блок управления фермы
forestry:ffarm:5, Блок управления фермы
forestry:arboretum:0, Дендрарий (управляемый)
forestry:arboretum:1, Дендрарий (руководство)
forestry:farm_crops:0, Ферма (управляемый)
forestry:farm_crops:1, Ферма (руководство)
forestry:farm_mushroom:0, Грибная ферма (управляемый)
forestry:farm_mushroom:1, Грибная ферма (руководство)
forestry:farm_gourd:0, Ферма бахчевых (управляемый)
forestry:farm_gourd:1, Ферма бахчевых (руководство)
forestry:farm_nether:0, Адская ферма (управляемый)
forestry:farm_nether:1, Адская ферма (руководство)
forestry:farm_ender:0, Ферма Края (управляемый)
forestry:farm_ender:1, Ферма Края (руководство)
forestry:peat_bog:0, Торфяник (управляемый)
forestry:peat_bog:1, Торфяник (руководство)
forestry:engine_peat:0, Торфяной двигатель
forestry:engine_biogas:0, Биогазовый двигатель
forestry:engine_clockwork:0, Заводной двигатель
forestry:greenhouse:0, Парниковый блок
forestry:greenhouse:3, Распределитель парниковой энергии
forestry:greenhouse:4, Парниковый контроль
forestry:greenhouse:5, Парниковый экран
forestry:climatiser:0, Тепличный терморегулятор
forestry:climatiser:1, Подогреватель парника
forestry:climatiser:2, Вентилятор парника
forestry:climatiser:3, Увлажнитель парника
forestry:climatiser:4, Осушитель парника
forestry:greenhouse.window:0, Окно парника
forestry:greenhouse.window_up:0, Окно крыши парника
forestry:worktable:0, Рабочий стол
forestry:database:0, База данных
forestry:habitat_former:0, Бывшая среда обитания
forestry:habitat_screen, Экран среды обитания
forestry:crate, Ящик
forestry:genetic_filter:0, Генетический фильтр
forestry:apiarist_bag, Рюкзак пчеловода
forestry:lepidopterist_bag, Рюкзак лепидоптеролога
forestry:miner_bag, Рюкзак шахтёра
forestry:miner_bag_t2, Тканый рюкзак шахтёра
forestry:digger_bag, Рюкзак землекопа
forestry:digger_bag_t2, Тканый рюкзак землекопа
forestry:forester_bag, Рюкзак лесника
forestry:forester_bag_t2, Тканый рюкзак лесника
forestry:hunter_bag, Рюкзак охотника
forestry:hunter_bag_t2, Тканый рюкзак охотника
forestry:adventurer_bag, Рюкзак авантюриста
forestry:adventurer_bag_t2, Тканый рюкзак авантюриста
forestry:builder_bag, Рюкзак строителя
forestry:builder_bag_t2, Тканый рюкзак строителя
forestry:bottler:0, Разливочный механизм
forestry:carpenter:0, Плотник
forestry:centrifuge:0, Центрифуга
forestry:fermenter:0, Бродильный аппарат
forestry:moistener:0, Увлажнитель
forestry:squeezer:0, Соковыжималка
forestry:still:0, Дистиллятор
forestry:rainmaker:0, Генератор дождя
forestry:fabricator:0, Электроламповый завод
forestry:raintank:0, Бак для дождя
forestry:stamps:0, Почтовая марка (1n)
forestry:stamps:1, Почтовая марка (2n)
forestry:stamps:2, Почтовая марка (5n)
forestry:stamps:3, Почтовая марка (10n)
forestry:stamps:4, Почтовая марка (20n)
forestry:stamps:5, Почтовая марка (50n)
forestry:stamps:6, Почтовая марка (100n)
forestry:letters, Письмо
forestry:catalogue, Каталог
forestry:mailbox:0, Почтовый ящик
forestry:trade_station:0, Торговая станция
forestry:stamp_collector:0, Сборщик марок
forestry:habitat_locator, Определитель ареала
forestry:imprinter, Импринтер
forestry:cart.beehouse:0, Вагонетка с пчелиным домиком
forestry:cart.beehouse:1, Вагонетка с пасекой
forestry:frame_untreated, Необработанная рамка
forestry:frame_impregnated, Пропитанная рамка
forestry:frame_proven, Проверенная рамка
forestry:honey_drop:0, Капля мёда
forestry:pollen:0, Скопление пыльцы
forestry:pollen:1, Скопление кристаллической пыльцы
forestry:propolis:0, Прополис
forestry:propolis:1, Липкий прополис
forestry:propolis:3, Шелковистый прополис
forestry:honeydew, Медвяная роса
forestry:royal_jelly, Маточное молочко
forestry:wax_cast, Восковая форма
forestry:bee_combs:0, Медовые соты
forestry:bee_combs:2, Кипящие соты
forestry:bee_combs:3, Вязкие соты
forestry:bee_combs:4, Морозные соты
forestry:bee_combs:5, Капающие соты
forestry:bee_combs:6, Шелковистые соты
forestry:bee_combs:7, Пересохшие соты
forestry:bee_combs:15, Замшелые соты
forestry:bee_combs:16, Спелые соты
forestry:apiarist_helmet, Защитная маска пчеловода
forestry:apiarist_chest, Куртка пчеловода
forestry:apiarist_legs, Штаны пчеловода
forestry:apiarist_boots, Ботинки пчеловода
forestry:scoop, Сачок
forestry:smoker, Дымарь
forestry:apiary:0, Пасека
forestry:bee_house:0, Пчелиный домик
forestry:bee_chest:0, Сундук пчеловода
forestry:beehives:0, Лесной улей
forestry:beehives:1, Луговой улей
forestry:beehives:2, Пустынный улей
forestry:beehives:3, Тропический улей
forestry:beehives:4, Драконий улей
forestry:beehives:5, Снежный улей
forestry:beehives:6, Болотный улей
forestry:candle:0, Тёмная свеча
forestry:stump:0, Потухшая свеча
forestry:bee_combs_0:0, Блок медовых сот
forestry:bee_combs_0:2, Блок кипящих сот
forestry:bee_combs_0:3, Блок вязких сот
forestry:bee_combs_0:4, Блок морозных сот
forestry:bee_combs_0:5, Блок капающих сот
forestry:bee_combs_0:6, Блок шелковистых сот
forestry:bee_combs_0:7, Блок пересохших сот
forestry:bee_combs_0:15, Блок замшелых сот
forestry:bee_combs_1:0, Блок спелых сот
forestry:alveary.plain:0, Пчелиный улей
forestry:alveary.swarmer:0, Роевня
forestry:alveary.fan:0, Вентилятор улья
forestry:alveary.heater:0, Обогреватель улья
forestry:alveary.hygro:0, Кондиционер улья
forestry:alveary.stabiliser:0, Стабилизатор улья
forestry:alveary.sieve:0, Сито улья
binniecore:glass:0, Empty Бутылка
binniecore:glass:1, Яблочный сок Бутылка
binniecore:glass:1, Абрикосовый сок Бутылка
binniecore:glass:1, Банановый сок Бутылка
binniecore:glass:1, Вишневый сок Бутылка
binniecore:glass:1, Сок эльберри Бутылка
binniecore:glass:1, Лимонный сок Бутылка
binniecore:glass:1, Лаймовый сок Бутылка
binniecore:glass:1, Апельсиновый сок Бутылка
binniecore:glass:1, Персиковый сок Бутылка
binniecore:glass:1, Сливочный сок Бутылка
binniecore:glass:1, Морковный сок Бутылка
binniecore:glass:1, Томатный сок Бутылка
binniecore:glass:1, Клюквенный сок Бутылка
binniecore:glass:1, Грейпфрутовый сок Бутылка
binniecore:glass:1, Оливковое масло Бутылка
binniecore:glass:1, Ананасовый сок Бутылка
binniecore:glass:1, Грушевый сок Бутылка
binniecore:glass:1, Сок белого винограда Бутылка
binniecore:glass:1, Сок красного винограда Бутылка
binniecore:glass:1, Сидр Бутылка
binniecore:glass:1, Абрикосовое вино Бутылка
binniecore:glass:1, Банановое вино Бутылка
binniecore:glass:1, Вишневое вино Бутылка
binniecore:glass:1, Бузина вино Бутылка
binniecore:glass:1, Персиковый сидр Бутылка
binniecore:glass:1, Грушевый сидр Бутылка
binniecore:glass:1, Сливовое вино Бутылка
binniecore:glass:1, Морковное вино Бутылка
binniecore:glass:1, Белое вино Бутылка
binniecore:glass:1, Красное вино Бутылка
binniecore:glass:1, Сверкающее вино Бутылка
binniecore:glass:1, Вино из агавы Бутылка
binniecore:glass:1, Ферментированный картофель Бутылка
binniecore:glass:1, Цитрусовое вино Бутылка
binniecore:glass:1, Клюква вино Бутылка
binniecore:glass:1, Ананасовое вино Бутылка
binniecore:glass:1, Томатное вино Бутылка
binniecore:glass:1, Фруктовое вино Бутылка
binniecore:glass:1, Эль Бутылка
binniecore:glass:1, Легкое пиво Бутылка
binniecore:glass:1, Пшеничное пиво Бутылка
binniecore:glass:1, Ржаное пиво Бутылка
binniecore:glass:1, Кукурузное пиво Бутылка
binniecore:glass:1, Крепкое Бутылка
binniecore:glass:1, Ферментированное зерно Бутылка
binniecore:glass:1, Ферментированная пшеничная мука Бутылка
binniecore:glass:1, Ферментированная ржаная мука Бутылка
binniecore:glass:1, Ферментированная кукурузная мука Бутылка
binniecore:glass:1, Чистый спирт Бутылка
binniecore:glass:1, Водка Бутылка
binniecore:glass:1, Белый Ром Бутылка
binniecore:glass:1, Темный ром Бутылка
binniecore:glass:1, Виски Бутылка
binniecore:glass:1, Бурбон Бутылка
binniecore:glass:1, Хлебная водка Бутылка
binniecore:glass:1, Пшеничный виски Бутылка
binniecore:glass:1, Крепленое вино Бутылка
binniecore:glass:1, Текила Бутылка
binniecore:glass:1, Бренди Бутылка
binniecore:glass:1, Яблочный бренди Бутылка
binniecore:glass:1, Бренди из груши Бутылка
binniecore:glass:1, Абрикосовый коньяк Бутылка
binniecore:glass:1, Сливовый коньяк Бутылка
binniecore:glass:1, Вишневый бренди Бутылка
binniecore:glass:1, Бренди из бузины Бутылка
binniecore:glass:1, Цитрусовый коньяк Бутылка
binniecore:glass:1, Фруктовый бренди Бутылка
binniecore:glass:1, Ром Кашаса Бутылка
binniecore:glass:1, Джин Бутылка
binniecore:glass:1, Яблочный ликер Бутылка
binniecore:glass:1, Грушевый ликер Бутылка
binniecore:glass:1, Вишневый ликер Бутылка
binniecore:glass:1, Ликер солодки Бутылка
binniecore:glass:1, Абрикосовый ликер Бутылка
binniecore:glass:1, Фруктовый ликер Бутылка
binniecore:glass:1, Миндальный ликер Бутылка
binniecore:glass:1, Апельсиновый ликер Бутылка
binniecore:glass:1, Банановый ликер Бутылка
binniecore:glass:1, Шоколадный ликер Бутылка
binniecore:glass:1, Мятный ликер Бутылка
binniecore:glass:1, Ликер из фундука Бутылка
binniecore:glass:1, Ликер из корицы Бутылка
binniecore:glass:1, Ликер из кофе Бутылка
binniecore:glass:1, Ликер из дыни Бутылка
binniecore:glass:1, Анисовый ликер Бутылка
binniecore:glass:1, Персиковый ликер Бутылка
binniecore:glass:1, Лимонный ликер Бутылка
binniecore:glass:1, Травяной ликер Бутылка
binniecore:glass:1, Вишневый ликер Бутылка
binniecore:glass:1, Ликер из черной смородины Бутылка
binniecore:glass:1, Ликер из ежевики Бутылка
binniecore:glass:1, Малиновый ликер Бутылка
binniecore:cylinder:0, Empty Цилиндр
binniecore:cylinder:1, Средство роста Цилиндр
binniecore:cylinder:1, Бактерии Цилиндр
binniecore:cylinder:1, Полимеризационные бактерии Цилиндр
binniecore:cylinder:1, Сырая ДНК Цилиндр
binniecore:cylinder:1, Вектор бактерий Цилиндр
binniecore:storage:0, Отсек
binniecore:storage:1, Медный отсек
binniecore:storage:2, Бронзовый отсек
binniecore:storage:3, Железный отсек
binniecore:storage:4, Золотой отсек
binniecore:storage:5, Алмазный отсек
binniecore:field_kit, item.field_kit.name
binniecore:genesis, item.genesis.name
genetics:punnett_square, item.punnett_square.name
genetics:serum, item.serum.name
genetics:serum_array, item.serum_array.name
genetics:geneticdatabase:0, База генов
genetics:geneticdatabase:1, База данных генов
genetics:analyst, item.analyst.name
genetics:registry, item.registry.name
genetics:master_registry, item.master_registry.name
genetics:misc:0, Reinforced Casing
genetics:misc:1, DNA Dye
genetics:misc:2, Fluorescent Dye
genetics:misc:3, Enzyme
genetics:misc:4, Growth Medium
genetics:misc:5, Blank Sequence
genetics:misc:6, Empty Serum Vial
genetics:misc:7, Empty Serum Array
genetics:misc:8, Integrated Circuit Board
genetics:misc:9, Integrated CPU
genetics:misc:10, Integrated Casing
genetics:sequence, item.sequence.name
genetics:binnie.growth.medium, tile.genetics.fluid.geneticliquid.growthmedium.name
genetics:binnie.bacteria, tile.genetics.fluid.geneticliquid.bacteria.name
genetics:binnie.bacteria.poly, tile.genetics.fluid.geneticliquid.bacteriapoly.name
genetics:binnie.dna.raw, tile.genetics.fluid.geneticliquid.rawdna.name
genetics:binnie.bacteria.vector, tile.genetics.fluid.geneticliquid.bacteriavector.name
genetics:machine:0, Изолятор
genetics:machine:1, Секвенсор
genetics:machine:2, Полимеризатор
genetics:machine:3, Инокулятор
genetics:lab_machine:0, Лабораторный стенд
genetics:lab_machine:1, Анализатор
genetics:lab_machine:2, Инкубатор
genetics:lab_machine:3, Генофонд
genetics:lab_machine:4, Акклиматизатор
genetics:adv_machine:0, Сплайсер
botany:plant:0, Сорняк
botany:plant:1, Длинный сорняк
botany:plant:2, Очень длинный сорняк
botany:plant:3, Мертвый цветок
botany:plant:4, Разлагающийся цветок
botany:soil:0, Почва
botany:soil:1, Почва
botany:soil:2, Почва
botany:soil:3, Почва
botany:soil:4, Почва
botany:soil:5, Почва
botany:soil:6, Почва
botany:soil:7, Почва
botany:soil:8, Почва
botany:loam:0, Суглинок
botany:loam:1, Суглинок
botany:loam:2, Суглинок
botany:loam:3, Суглинок
botany:loam:4, Суглинок
botany:loam:5, Суглинок
botany:loam:6, Суглинок
botany:loam:7, Суглинок
botany:loam:8, Суглинок
botany:flowerbed:0, Клумба
botany:flowerbed:1, Клумба
botany:flowerbed:2, Клумба
botany:flowerbed:3, Клумба
botany:flowerbed:4, Клумба
botany:flowerbed:5, Клумба
botany:flowerbed:6, Клумба
botany:flowerbed:7, Клумба
botany:flowerbed:8, Клумба
botany:soil_no_weed:0, Почва
botany:soil_no_weed:1, Почва
botany:soil_no_weed:2, Почва
botany:soil_no_weed:3, Почва
botany:soil_no_weed:4, Почва
botany:soil_no_weed:5, Почва
botany:soil_no_weed:6, Почва
botany:soil_no_weed:7, Почва
botany:soil_no_weed:8, Почва
botany:loam_no_weed:0, Суглинок
botany:loam_no_weed:1, Суглинок
botany:loam_no_weed:2, Суглинок
botany:loam_no_weed:3, Суглинок
botany:loam_no_weed:4, Суглинок
botany:loam_no_weed:5, Суглинок
botany:loam_no_weed:6, Суглинок
botany:loam_no_weed:7, Суглинок
botany:loam_no_weed:8, Суглинок
botany:flowerbed_no_weed:0, Клумба
botany:flowerbed_no_weed:1, Клумба
botany:flowerbed_no_weed:2, Клумба
botany:flowerbed_no_weed:3, Клумба
botany:flowerbed_no_weed:4, Клумба
botany:flowerbed_no_weed:5, Клумба
botany:flowerbed_no_weed:6, Клумба
botany:flowerbed_no_weed:7, Клумба
botany:flowerbed_no_weed:8, Клумба
botany:soil_meter, Измеритель почвы
botany:trowel_wood, Деревянный шпатель
botany:trowel_stone, Каменный шпатель
botany:trowel_iron, Железный шпатель
botany:trowel_diamond, Алмазный шпатель
botany:trowel_gold, Золотой шпатель
botany:misc:0, Порошок золы
botany:misc:1, Порошок целлюлозы
botany:misc:2, Компост
botany:misc:3, Порошок серы
botany:misc:4, Порошок удобрения
botany:misc:5, Порошок компоста
botany:misc:6, Ступка
botany:misc:7, Антисорняк
botany:ceramic:0, Керамический блок (Аквамарин)
botany:ceramic:1, Керамический блок (Черный)
