Mod:Item:MetaData, Localized Name
appliedenergistics2:facade:0, Кабельный фасад - Accented Destructive Stone Pillar
appliedenergistics2:facade:0, Кабельный фасад - Accented Vengeful Stone Pillar
appliedenergistics2:facade:0, Кабельный фасад - Accented Steadfast Stone Pillar
appliedenergistics2:facade:0, Кабельный фасад - Raw Stone Pillar Cap
appliedenergistics2:facade:0, Кабельный фасад - Corrosive Stone Pillar Cap
appliedenergistics2:facade:0, Кабельный фасад - Destructive Stone Pillar Cap
appliedenergistics2:facade:0, Кабельный фасад - Vengeful Stone Pillar Cap
appliedenergistics2:facade:0, Кабельный фасад - Steadfast Stone Pillar Cap
appliedenergistics2:facade:0, Кабельный фасад - Raw Demon Eye
appliedenergistics2:facade:0, Кабельный фасад - Corrosive Demon Eye
appliedenergistics2:facade:0, Кабельный фасад - Destructive Demon Eye
appliedenergistics2:facade:0, Кабельный фасад - Vengeful Demon Eye
appliedenergistics2:facade:0, Кабельный фасад - Steadfast Demon Eye
appliedenergistics2:facade:0, Кабельный фасад - Облако
appliedenergistics2:facade:0, Кабельный фасад - Перламутровый блок
appliedenergistics2:facade:0, Кабельный фасад - Перламутровые кирпичи
appliedenergistics2:facade:0, Кабельный фасад - Мудрая листва
appliedenergistics2:facade:0, Кабельный фасад - Дерево мудрости
appliedenergistics2:facade:0, Кабельный фасад - Доски из дерева мудрости
appliedenergistics2:facade:0, Кабельный фасад - Пигментированные доски из дерева мудрости
appliedenergistics2:facade:0, Кабельный фасад - Торикки-Трава
appliedenergistics2:facade:0, Кабельный фасад - Осмиевый блок
appliedenergistics2:facade:0, Кабельный фасад - Бронзовый блок
appliedenergistics2:facade:0, Кабельный фасад - Очищенный обсидиан
appliedenergistics2:facade:0, Кабельный фасад - Древесноугольный блок
appliedenergistics2:facade:0, Кабельный фасад - Очищенный светокамень
appliedenergistics2:facade:0, Кабельный фасад - Стальной блок
appliedenergistics2:facade:0, Кабельный фасад - Каркас телепорта
appliedenergistics2:facade:0, Кабельный фасад - Стальной корпус
appliedenergistics2:facade:0, Кабельный фасад - Динамический резервуар
appliedenergistics2:facade:0, Кабельный фасад - Структурное стекло
appliedenergistics2:facade:0, Кабельный фасад - Динамический вентиль
appliedenergistics2:facade:0, Кабельный фасад - Медный блок
appliedenergistics2:facade:0, Кабельный фасад - Оловянный блок
appliedenergistics2:facade:0, Кабельный фасад - Контроллер теплового испарителя
appliedenergistics2:facade:0, Кабельный фасад - Вентиль теплового испарителя
appliedenergistics2:facade:0, Кабельный фасад - Осмиевая руда
appliedenergistics2:facade:0, Кабельный фасад - Медная руда
appliedenergistics2:facade:0, Кабельный фасад - Оловянная руда
appliedenergistics2:facade:0, Кабельный фасад - Обсидиановый динамит
appliedenergistics2:facade:0, Кабельный фасад - §8Черный Пластиковый блок
appliedenergistics2:facade:0, Кабельный фасад - §cКрасный Пластиковый блок
appliedenergistics2:facade:0, Кабельный фасад - §2Зеленый Пластиковый блок
appliedenergistics2:facade:0, Кабельный фасад - §6Коричневый Пластиковый блок
appliedenergistics2:facade:0, Кабельный фасад - §1Синий Пластиковый блок
appliedenergistics2:facade:0, Кабельный фасад - §5Фиолетовый Пластиковый блок
appliedenergistics2:facade:0, Кабельный фасад - §3Темно-Голубой Пластиковый блок
appliedenergistics2:facade:0, Кабельный фасад - §7Светло-Серый Пластиковый блок
appliedenergistics2:facade:0, Кабельный фасад - §8Серый Пластиковый блок
appliedenergistics2:facade:0, Кабельный фасад - §dРозовый Пластиковый блок
appliedenergistics2:facade:0, Кабельный фасад - §aСветло-Зеленый Пластиковый блок
appliedenergistics2:facade:0, Кабельный фасад - §eЖелтый Пластиковый блок
appliedenergistics2:facade:0, Кабельный фасад - §9Светло-Голубой Пластиковый блок
appliedenergistics2:facade:0, Кабельный фасад - §dПурпурный Пластиковый блок
appliedenergistics2:facade:0, Кабельный фасад - §6Оранжевый Пластиковый блок
appliedenergistics2:facade:0, Кабельный фасад - §fБелый Пластиковый блок
appliedenergistics2:facade:0, Кабельный фасад - §8Черный Гладкий пластиковый блок
appliedenergistics2:facade:0, Кабельный фасад - §cКрасный Гладкий пластиковый блок
appliedenergistics2:facade:0, Кабельный фасад - §2Зеленый Гладкий пластиковый блок
appliedenergistics2:facade:0, Кабельный фасад - §6Коричневый Гладкий пластиковый блок
appliedenergistics2:facade:0, Кабельный фасад - §1Синий Гладкий пластиковый блок
appliedenergistics2:facade:0, Кабельный фасад - §5Фиолетовый Гладкий пластиковый блок
appliedenergistics2:facade:0, Кабельный фасад - §3Темно-Голубой Гладкий пластиковый блок
appliedenergistics2:facade:0, Кабельный фасад - §7Светло-Серый Гладкий пластиковый блок
appliedenergistics2:facade:0, Кабельный фасад - §8Серый Гладкий пластиковый блок
appliedenergistics2:facade:0, Кабельный фасад - §dРозовый Гладкий пластиковый блок
appliedenergistics2:facade:0, Кабельный фасад - §aСветло-Зеленый Гладкий пластиковый блок
appliedenergistics2:facade:0, Кабельный фасад - §eЖелтый Гладкий пластиковый блок
appliedenergistics2:facade:0, Кабельный фасад - §9Светло-Голубой Гладкий пластиковый блок
appliedenergistics2:facade:0, Кабельный фасад - §dПурпурный Гладкий пластиковый блок
appliedenergistics2:facade:0, Кабельный фасад - §6Оранжевый Гладкий пластиковый блок
appliedenergistics2:facade:0, Кабельный фасад - §fБелый Гладкий пластиковый блок
appliedenergistics2:facade:0, Кабельный фасад - §8Черный Пластиковый светящийся блок
appliedenergistics2:facade:0, Кабельный фасад - §cКрасный Пластиковый светящийся блок
appliedenergistics2:facade:0, Кабельный фасад - §2Зеленый Пластиковый светящийся блок
appliedenergistics2:facade:0, Кабельный фасад - §6Коричневый Пластиковый светящийся блок
appliedenergistics2:facade:0, Кабельный фасад - §1Синий Пластиковый светящийся блок
appliedenergistics2:facade:0, Кабельный фасад - §5Фиолетовый Пластиковый светящийся блок
appliedenergistics2:facade:0, Кабельный фасад - §3Темно-Голубой Пластиковый светящийся блок
appliedenergistics2:facade:0, Кабельный фасад - §7Светло-Серый Пластиковый светящийся блок
appliedenergistics2:facade:0, Кабельный фасад - §8Серый Пластиковый светящийся блок
appliedenergistics2:facade:0, Кабельный фасад - §dРозовый Пластиковый светящийся блок
appliedenergistics2:facade:0, Кабельный фасад - §aСветло-Зеленый Пластиковый светящийся блок
appliedenergistics2:facade:0, Кабельный фасад - §eЖелтый Пластиковый светящийся блок
appliedenergistics2:facade:0, Кабельный фасад - §9Светло-Голубой Пластиковый светящийся блок
appliedenergistics2:facade:0, Кабельный фасад - §dПурпурный Пластиковый светящийся блок
appliedenergistics2:facade:0, Кабельный фасад - §6Оранжевый Пластиковый светящийся блок
appliedenergistics2:facade:0, Кабельный фасад - §fБелый Пластиковый светящийся блок
appliedenergistics2:facade:0, Кабельный фасад - §8Черный Укреплённый пластиковый блок
appliedenergistics2:facade:0, Кабельный фасад - §cКрасный Укреплённый пластиковый блок
appliedenergistics2:facade:0, Кабельный фасад - §2Зеленый Укреплённый пластиковый блок
appliedenergistics2:facade:0, Кабельный фасад - §6Коричневый Укреплённый пластиковый блок
appliedenergistics2:facade:0, Кабельный фасад - §1Синий Укреплённый пластиковый блок
appliedenergistics2:facade:0, Кабельный фасад - §5Фиолетовый Укреплённый пластиковый блок
appliedenergistics2:facade:0, Кабельный фасад - §3Темно-Голубой Укреплённый пластиковый блок
appliedenergistics2:facade:0, Кабельный фасад - §7Светло-Серый Укреплённый пластиковый блок
appliedenergistics2:facade:0, Кабельный фасад - §8Серый Укреплённый пластиковый блок
appliedenergistics2:facade:0, Кабельный фасад - §dРозовый Укреплённый пластиковый блок
appliedenergistics2:facade:0, Кабельный фасад - §aСветло-Зеленый Укреплённый пластиковый блок
appliedenergistics2:facade:0, Кабельный фасад - §eЖелтый Укреплённый пластиковый блок
appliedenergistics2:facade:0, Кабельный фасад - §9Светло-Голубой Укреплённый пластиковый блок
appliedenergistics2:facade:0, Кабельный фасад - §dПурпурный Укреплённый пластиковый блок
appliedenergistics2:facade:0, Кабельный фасад - §6Оранжевый Укреплённый пластиковый блок
appliedenergistics2:facade:0, Кабельный фасад - §fБелый Укреплённый пластиковый блок
appliedenergistics2:facade:0, Кабельный фасад - §8Черный Пластиковый путь
appliedenergistics2:facade:0, Кабельный фасад - §cКрасный Пластиковый путь
appliedenergistics2:facade:0, Кабельный фасад - §2Зеленый Пластиковый путь
appliedenergistics2:facade:0, Кабельный фасад - §6Коричневый Пластиковый путь
appliedenergistics2:facade:0, Кабельный фасад - §1Синий Пластиковый путь
appliedenergistics2:facade:0, Кабельный фасад - §5Фиолетовый Пластиковый путь
appliedenergistics2:facade:0, Кабельный фасад - §3Темно-Голубой Пластиковый путь
appliedenergistics2:facade:0, Кабельный фасад - §7Светло-Серый Пластиковый путь
appliedenergistics2:facade:0, Кабельный фасад - §8Серый Пластиковый путь
appliedenergistics2:facade:0, Кабельный фасад - §dРозовый Пластиковый путь
appliedenergistics2:facade:0, Кабельный фасад - §aСветло-Зеленый Пластиковый путь
appliedenergistics2:facade:0, Кабельный фасад - §eЖелтый Пластиковый путь
appliedenergistics2:facade:0, Кабельный фасад - §9Светло-Голубой Пластиковый путь
appliedenergistics2:facade:0, Кабельный фасад - §dПурпурный Пластиковый путь
appliedenergistics2:facade:0, Кабельный фасад - §6Оранжевый Пластиковый путь
appliedenergistics2:facade:0, Кабельный фасад - §fБелый Пластиковый путь
appliedenergistics2:facade:0, Кабельный фасад - Блок соли
appliedenergistics2:facade:0, Кабельный фасад - What a beautiful block
appliedenergistics2:facade:0, Кабельный фасад - Блок древесного угля
appliedenergistics2:facade:0, Кабельный фасад - Блок стали
appliedenergistics2:facade:0, Кабельный фасад - Блок замка
appliedenergistics2:facade:0, Кабельный фасад - Блок замка
appliedenergistics2:facade:0, Кабельный фасад - Блок замка
appliedenergistics2:facade:0, Кабельный фасад - Блок замка
appliedenergistics2:facade:0, Кабельный фасад - Блок замка
appliedenergistics2:facade:0, Кабельный фасад - Проклятая земля
appliedenergistics2:facade:0, Кабельный фасад - Медная руда
appliedenergistics2:facade:0, Кабельный фасад - Бокситовая руда
appliedenergistics2:facade:0, Кабельный фасад - Свинцовая руда
appliedenergistics2:facade:0, Кабельный фасад - Серебряная руда
appliedenergistics2:facade:0, Кабельный фасад - Никелевая руда
appliedenergistics2:facade:0, Кабельный фасад - Урановая руда
appliedenergistics2:facade:0, Кабельный фасад - Медный блок
appliedenergistics2:facade:0, Кабельный фасад - Алюминиевый блок
appliedenergistics2:facade:0, Кабельный фасад - Свинцовый блок
appliedenergistics2:facade:0, Кабельный фасад - Серебряный блок
appliedenergistics2:facade:0, Кабельный фасад - Никелевый блок
appliedenergistics2:facade:0, Кабельный фасад - Урановый блок
appliedenergistics2:facade:0, Кабельный фасад - Константановый блок
appliedenergistics2:facade:0, Кабельный фасад - Электрумовый блок
appliedenergistics2:facade:0, Кабельный фасад - Стальной блок
appliedenergistics2:facade:0, Кабельный фасад - Кирпич коксовой печи
appliedenergistics2:facade:0, Кабельный фасад - Кирпич доменной печи
appliedenergistics2:facade:0, Кабельный фасад - Кирпич продвинутой доменной печи
appliedenergistics2:facade:0, Кабельный фасад - Блок коксового угля
appliedenergistics2:facade:0, Кабельный фасад - Костробетон
appliedenergistics2:facade:0, Кабельный фасад - Бетон
appliedenergistics2:facade:0, Кабельный фасад - Кафельный бетон
appliedenergistics2:facade:0, Кабельный фасад - Свинцовый бетон
appliedenergistics2:facade:0, Кабельный фасад - Стеклоизоляция
appliedenergistics2:facade:0, Кабельный фасад - Печной кирпич
appliedenergistics2:facade:0, Кабельный фасад - Горизонтальные доски
appliedenergistics2:facade:0, Кабельный фасад - Вертикальные доски
appliedenergistics2:facade:0, Кабельный фасад - Пакетные доски
appliedenergistics2:facade:0, Кабельный фасад - Медный листовой металл
appliedenergistics2:facade:0, Кабельный фасад - Алюминиевый листовой металл
appliedenergistics2:facade:0, Кабельный фасад - Свинцовый листовой металл
appliedenergistics2:facade:0, Кабельный фасад - Серебряный листовой металл
appliedenergistics2:facade:0, Кабельный фасад - Никелевый листовой металл
appliedenergistics2:facade:0, Кабельный фасад - Урановый листовой металл
appliedenergistics2:facade:0, Кабельный фасад - Константановый листовой металл
appliedenergistics2:facade:0, Кабельный фасад - Электрумовый листовой металл
appliedenergistics2:facade:0, Кабельный фасад - Стальной листовой металл
appliedenergistics2:facade:0, Кабельный фасад - Железный листовой металл
appliedenergistics2:facade:0, Кабельный фасад - Золотой листовой металл
appliedenergistics2:facade:0, Кабельный фасад - Катушка медного провода
appliedenergistics2:facade:0, Кабельный фасад - Катушка электрумового провода
appliedenergistics2:facade:0, Кабельный фасад - Катушка высоковольтного провода
appliedenergistics2:facade:0, Кабельный фасад - Краснокаменный инженерный блок
appliedenergistics2:facade:0, Кабельный фасад - Лёгкий инженерный блок
appliedenergistics2:facade:0, Кабельный фасад - Тяжёлый инженерный блок
appliedenergistics2:facade:0, Кабельный фасад - Блок генератора
appliedenergistics2:facade:0, Кабельный фасад - Блок радиатора
appliedenergistics2:facade:0, Кабельный фасад - Источник воды
appliedenergistics2:facade:0, Кабельный фасад - Источник нефти
appliedenergistics2:facade:0, Кабельный фасад - tile.decorated.destroy.name
appliedenergistics2:facade:0, Кабельный фасад - Чертёж (декорация)
appliedenergistics2:facade:0, Кабельный фасад - Шаблон (декорация)
appliedenergistics2:facade:0, Кабельный фасад - tile.decorated.paper.name
appliedenergistics2:facade:0, Кабельный фасад - tile.decorated.leather.name
appliedenergistics2:facade:0, Кабельный фасад - Лазер (декорация)
appliedenergistics2:crystal_seed:0, Семя истинного кварца
appliedenergistics2:crystal_seed:600, Семя кварца Нижнего мира
appliedenergistics2:crystal_seed:1200, Изменчивое семя
appliedenergistics2:crystal_seed:0, Семя истинного кварца
appliedenergistics2:crystal_seed:600, Семя кварца Нижнего мира
appliedenergistics2:crystal_seed:1200, Изменчивое семя
appliedenergistics2:crystal_seed:0, Семя истинного кварца
appliedenergistics2:crystal_seed:600, Семя кварца Нижнего мира
appliedenergistics2:crystal_seed:1200, Изменчивое семя
appliedenergistics2:encoded_pattern, Кодированный шаблон
appliedenergistics2:paint_ball:0, Шар с краской - Белый
appliedenergistics2:paint_ball:1, Шар с краской - Оранжевый
appliedenergistics2:paint_ball:2, Шар с краской - Сиреневый
appliedenergistics2:paint_ball:3, Шар с краской - Светло-синий
appliedenergistics2:paint_ball:4, Шар с краской - Жёлтый
appliedenergistics2:paint_ball:5, Шар с краской - Лаймовый
appliedenergistics2:paint_ball:6, Шар с краской - Розовый
appliedenergistics2:paint_ball:7, Шар с краской - Серый
appliedenergistics2:paint_ball:8, Шар с краской - Светло-серый
appliedenergistics2:paint_ball:9, Шар с краской - Бирюзовый
appliedenergistics2:paint_ball:10, Шар с краской - Фиолетовый
appliedenergistics2:paint_ball:11, Шар с краской - Синий
appliedenergistics2:paint_ball:12, Шар с краской - Коричневый
appliedenergistics2:paint_ball:13, Шар с краской - Зелёный
appliedenergistics2:paint_ball:14, Шар с краской - Красный
appliedenergistics2:paint_ball:15, Шар с краской - Чёрный
appliedenergistics2:paint_ball:20, Шар с краской - Люмен Белый
appliedenergistics2:paint_ball:21, Шар с краской - Люмен Оранжевый
appliedenergistics2:paint_ball:22, Шар с краской - Люмен Сиреневый
appliedenergistics2:paint_ball:23, Шар с краской - Люмен Светло-синий
appliedenergistics2:paint_ball:24, Шар с краской - Люмен Жёлтый
appliedenergistics2:paint_ball:25, Шар с краской - Люмен Лаймовый
appliedenergistics2:paint_ball:26, Шар с краской - Люмен Розовый
appliedenergistics2:paint_ball:27, Шар с краской - Люмен Серый
appliedenergistics2:paint_ball:28, Шар с краской - Люмен Светло-серый
appliedenergistics2:paint_ball:29, Шар с краской - Люмен Бирюзовый
appliedenergistics2:paint_ball:30, Шар с краской - Люмен Фиолетовый
appliedenergistics2:paint_ball:31, Шар с краской - Люмен Синий
appliedenergistics2:paint_ball:32, Шар с краской - Люмен Коричневый
appliedenergistics2:paint_ball:33, Шар с краской - Люмен Зелёный
appliedenergistics2:paint_ball:34, Шар с краской - Люмен Красный
appliedenergistics2:paint_ball:35, Шар с краской - Люмен Чёрный
appliedenergistics2:dummy_fluid_item, item.appliedenergistics2.dummy_fluid_item.name
appliedenergistics2:material:28, Продвинутая карта
appliedenergistics2:material:44, Ядро истребления
appliedenergistics2:material:25, Базовая карта
appliedenergistics2:material:52, Пустой шаблон
appliedenergistics2:material:23, Вычислительный процессор
appliedenergistics2:material:13, Вычислительный пресс для высекателя
appliedenergistics2:material:16, Отпечатанный вычислительный контур
appliedenergistics2:material:27, Карта ёмкости
appliedenergistics2:material:53, Карта крафта
appliedenergistics2:material:29, Карта нечёткости
appliedenergistics2:material:31, Карта инвертирования
appliedenergistics2:material:26, Карта красного камня
appliedenergistics2:material:30, Карта ускорения
appliedenergistics2:material:34, 128³ пространственный компонент
appliedenergistics2:material:37, 16К МЭ компонент хранения
appliedenergistics2:material:33, 16³ пространственный компонент
appliedenergistics2:material:35, 1К МЭ компонент хранения
appliedenergistics2:material:32, 2³ пространственный компонент
appliedenergistics2:material:36, 4К МЭ компонент хранения
appliedenergistics2:material:38, 64К МЭ компонент хранения
appliedenergistics2:material:0, Кристалл истинного кварца
appliedenergistics2:material:1, Заряженный кристалл истинного кварца
appliedenergistics2:material:2, Пыль истинного кварца
appliedenergistics2:material:39, МЭ корпус ячейки хранения
appliedenergistics2:material:46, Пыль Края
appliedenergistics2:material:24, Инженерный процессор
appliedenergistics2:material:14, Инженерный пресс для высекателя
appliedenergistics2:material:17, Отпечатанный инженерный контур
appliedenergistics2:material:4, Мука
appliedenergistics2:material:56, 16k ME Fluid Storage Component
appliedenergistics2:material:54, 1k ME Fluid Storage Component
appliedenergistics2:material:55, 4k ME Fluid Storage Component
appliedenergistics2:material:57, 64k ME Fluid Storage Component
appliedenergistics2:material:7, Изменчивый кристалл
appliedenergistics2:material:8, Изменчивая пыль
appliedenergistics2:material:9, Изменчивая жемчужина
appliedenergistics2:material:43, Ядро формирования
appliedenergistics2:material:51, Золотая пыль
appliedenergistics2:material:49, Железная пыль
appliedenergistics2:material:22, Логический процессор
appliedenergistics2:material:15, Логический пресс для высекателя
appliedenergistics2:material:18, Отпечатанный логический контур
appliedenergistics2:material:6, Шарик материи
appliedenergistics2:material:21, Именующий пресс для высекателя
appliedenergistics2:material:3, Пыль кварца Нижнего мира
appliedenergistics2:material:10, Чистый кристалл истинного кварца
appliedenergistics2:material:12, Чистый изменчивый кристалл
appliedenergistics2:material:11, Чистый кристалл кварца Нижнего мира
appliedenergistics2:material:48, Квантовая запутанная сингулярность
appliedenergistics2:material:5, Кремний
appliedenergistics2:material:19, Кремниевый пресс для высекателя
appliedenergistics2:material:20, Отпечатанный кремний
appliedenergistics2:material:47, Сингулярность
appliedenergistics2:material:45, Пыль небесного камня
appliedenergistics2:material:41, Беспроводной приёмник
appliedenergistics2:material:42, Беспроводной усилитель
appliedenergistics2:material:40, Деревянная шестерня
appliedenergistics2:part:300, МЭ плоскость истребления
appliedenergistics2:part:120, Кабельный якорь
appliedenergistics2:part:20, МЭ закрытый кабель - Белый
appliedenergistics2:part:21, МЭ закрытый кабель - Оранжевый
appliedenergistics2:part:22, МЭ закрытый кабель - Сиреневый
appliedenergistics2:part:23, МЭ закрытый кабель - Светло-синий
appliedenergistics2:part:24, МЭ закрытый кабель - Жёлтый
appliedenergistics2:part:25, МЭ закрытый кабель - Лаймовый
appliedenergistics2:part:26, МЭ закрытый кабель - Розовый
appliedenergistics2:part:27, МЭ закрытый кабель - Серый
appliedenergistics2:part:28, МЭ закрытый кабель - Светло-серый
appliedenergistics2:part:29, МЭ закрытый кабель - Бирюзовый
appliedenergistics2:part:30, МЭ закрытый кабель - Фиолетовый
appliedenergistics2:part:31, МЭ закрытый кабель - Синий
appliedenergistics2:part:32, МЭ закрытый кабель - Коричневый
appliedenergistics2:part:33, МЭ закрытый кабель - Зелёный
appliedenergistics2:part:34, МЭ закрытый кабель - Красный
appliedenergistics2:part:35, МЭ закрытый кабель - Чёрный
appliedenergistics2:part:36, МЭ закрытый кабель - Изменчивый
appliedenergistics2:part:500, МЭ плотный закрытый кабель - Белый
appliedenergistics2:part:501, МЭ плотный закрытый кабель - Оранжевый
appliedenergistics2:part:502, МЭ плотный закрытый кабель - Сиреневый
appliedenergistics2:part:503, МЭ плотный закрытый кабель - Светло-синий
appliedenergistics2:part:504, МЭ плотный закрытый кабель - Жёлтый
appliedenergistics2:part:505, МЭ плотный закрытый кабель - Лаймовый
appliedenergistics2:part:506, МЭ плотный закрытый кабель - Розовый
appliedenergistics2:part:507, МЭ плотный закрытый кабель - Серый
appliedenergistics2:part:508, МЭ плотный закрытый кабель - Светло-серый
appliedenergistics2:part:509, МЭ плотный закрытый кабель - Бирюзовый
appliedenergistics2:part:510, МЭ плотный закрытый кабель - Фиолетовый
appliedenergistics2:part:511, МЭ плотный закрытый кабель - Синий
appliedenergistics2:part:512, МЭ плотный закрытый кабель - Коричневый
appliedenergistics2:part:513, МЭ плотный закрытый кабель - Зелёный
appliedenergistics2:part:514, МЭ плотный закрытый кабель - Красный
appliedenergistics2:part:515, МЭ плотный закрытый кабель - Чёрный
appliedenergistics2:part:516, МЭ плотный закрытый кабель - Изменчивый
appliedenergistics2:part:60, МЭ плотный умный кабель - Белый
appliedenergistics2:part:61, МЭ плотный умный кабель - Оранжевый
appliedenergistics2:part:62, МЭ плотный умный кабель - Сиреневый
appliedenergistics2:part:63, МЭ плотный умный кабель - Светло-синий
appliedenergistics2:part:64, МЭ плотный умный кабель - Жёлтый
appliedenergistics2:part:65, МЭ плотный умный кабель - Лаймовый
appliedenergistics2:part:66, МЭ плотный умный кабель - Розовый
appliedenergistics2:part:67, МЭ плотный умный кабель - Серый
appliedenergistics2:part:68, МЭ плотный умный кабель - Светло-серый
appliedenergistics2:part:69, МЭ плотный умный кабель - Бирюзовый
appliedenergistics2:part:70, МЭ плотный умный кабель - Фиолетовый
appliedenergistics2:part:71, МЭ плотный умный кабель - Синий
appliedenergistics2:part:72, МЭ плотный умный кабель - Коричневый
appliedenergistics2:part:73, МЭ плотный умный кабель - Зелёный
appliedenergistics2:part:74, МЭ плотный умный кабель - Красный
appliedenergistics2:part:75, МЭ плотный умный кабель - Чёрный
appliedenergistics2:part:76, МЭ плотный умный кабель - Изменчивый
appliedenergistics2:part:0, МЭ стеклянный кабель - Белый
appliedenergistics2:part:1, МЭ стеклянный кабель - Оранжевый
appliedenergistics2:part:2, МЭ стеклянный кабель - Сиреневый
appliedenergistics2:part:3, МЭ стеклянный кабель - Светло-синий
appliedenergistics2:part:4, МЭ стеклянный кабель - Жёлтый
appliedenergistics2:part:5, МЭ стеклянный кабель - Лаймовый
appliedenergistics2:part:6, МЭ стеклянный кабель - Розовый
appliedenergistics2:part:7, МЭ стеклянный кабель - Серый
appliedenergistics2:part:8, МЭ стеклянный кабель - Светло-серый
appliedenergistics2:part:9, МЭ стеклянный кабель - Бирюзовый
appliedenergistics2:part:10, МЭ стеклянный кабель - Фиолетовый
appliedenergistics2:part:11, МЭ стеклянный кабель - Синий
appliedenergistics2:part:12, МЭ стеклянный кабель - Коричневый
appliedenergistics2:part:13, МЭ стеклянный кабель - Зелёный
appliedenergistics2:part:14, МЭ стеклянный кабель - Красный
appliedenergistics2:part:15, МЭ стеклянный кабель - Чёрный
appliedenergistics2:part:16, МЭ стеклянный кабель - Изменчивый
appliedenergistics2:part:40, МЭ умный кабель - Белый
appliedenergistics2:part:41, МЭ умный кабель - Оранжевый
appliedenergistics2:part:42, МЭ умный кабель - Сиреневый
appliedenergistics2:part:43, МЭ умный кабель - Светло-синий
appliedenergistics2:part:44, МЭ умный кабель - Жёлтый
appliedenergistics2:part:45, МЭ умный кабель - Лаймовый
appliedenergistics2:part:46, МЭ умный кабель - Розовый
appliedenergistics2:part:47, МЭ умный кабель - Серый
appliedenergistics2:part:48, МЭ умный кабель - Светло-серый
appliedenergistics2:part:49, МЭ умный кабель - Бирюзовый
appliedenergistics2:part:50, МЭ умный кабель - Фиолетовый
appliedenergistics2:part:51, МЭ умный кабель - Синий
appliedenergistics2:part:52, МЭ умный кабель - Коричневый
appliedenergistics2:part:53, МЭ умный кабель - Зелёный
appliedenergistics2:part:54, МЭ умный кабель - Красный
appliedenergistics2:part:55, МЭ умный кабель - Чёрный
appliedenergistics2:part:56, МЭ умный кабель - Изменчивый
appliedenergistics2:part:420, МЭ монитор преобразования
appliedenergistics2:part:360, МЭ терминал крафта
appliedenergistics2:part:200, Тёмная осветительная панель
appliedenergistics2:part:260, МЭ шина экспорта
appliedenergistics2:part:302, ME Fluid Annihilation Plane
appliedenergistics2:part:261, ME Fluid Export Bus
appliedenergistics2:part:321, ME Fluid Formation Plane
appliedenergistics2:part:241, ME Fluid Import Bus
appliedenergistics2:part:441, ME Fluid Interface
appliedenergistics2:part:281, ME Fluid Level Emitter
appliedenergistics2:part:221, ME Fluid Storage Bus
appliedenergistics2:part:520, ME Fluid Terminal
appliedenergistics2:part:320, МЭ плоскость формирования
appliedenergistics2:part:301, МЭ id плоскость истребления
appliedenergistics2:part:240, МЭ шина импорта
appliedenergistics2:part:440, МЭ интерфейс
appliedenergistics2:part:480, МЭ терминал интерфейсов
appliedenergistics2:part:100, МЭ инвертированная шина переключения
appliedenergistics2:part:280, МЭ излучатель уровня
appliedenergistics2:part:160, Яркая осветительная панель
appliedenergistics2:part:469, Туннель точка-точка - FE
appliedenergistics2:part:463, Туннель точка-точка - Жидкость
appliedenergistics2:part:462, Туннель точка-точка - Предмет
appliedenergistics2:part:467, Туннель точка-точка - Свет
appliedenergistics2:part:460, Туннель точка-точка - МЭ
appliedenergistics2:part:461, Туннель точка-точка - Красный камень
appliedenergistics2:part:340, МЭ терминал шаблонов
appliedenergistics2:part:140, Кварцевое оптическое волокно
appliedenergistics2:part:180, Осветительная панель
appliedenergistics2:part:220, МЭ шина хранения
appliedenergistics2:part:400, МЭ монитор хранения
appliedenergistics2:part:380, МЭ терминал
appliedenergistics2:part:80, МЭ шина переключения
baubles:ring:0, Кольцо шахтёра
thaumcraft:thaumonomicon:0, Таумономикон
thaumcraft:curio:0, Мистический реликт
thaumcraft:curio:1, Сохранившийся реликт
thaumcraft:curio:2, Древний реликт
thaumcraft:curio:3, Потусторонний реликт
thaumcraft:curio:4, Сияющий реликт
thaumcraft:curio:5, Запутанный реликт
thaumcraft:curio:6, Багровые ритуалы
thaumcraft:loot_bag:0, Обычное сокровище
thaumcraft:loot_bag:1, Необычное сокровище
thaumcraft:loot_bag:2, Редкое сокровище
thaumcraft:primordial_pearl, item.primordial_pearl.name
thaumcraft:pech_wand, Палочка Пехта
thaumcraft:celestial_notes:0, Заметки о небесах
thaumcraft:celestial_notes:1, Заметки о небесах
thaumcraft:celestial_notes:2, Заметки о небесах
thaumcraft:celestial_notes:3, Заметки о небесах
thaumcraft:celestial_notes:4, Заметки о небесах
thaumcraft:celestial_notes:5, Заметки о небесах
thaumcraft:celestial_notes:6, Заметки о небесах
thaumcraft:celestial_notes:7, Заметки о небесах
thaumcraft:celestial_notes:8, Заметки о небесах
thaumcraft:celestial_notes:9, Заметки о небесах
thaumcraft:celestial_notes:10, Заметки о небесах
thaumcraft:celestial_notes:11, Заметки о небесах
thaumcraft:celestial_notes:12, Заметки о небесах
thaumcraft:amber, Янтарь
thaumcraft:quicksilver, Ртуть
thaumcraft:ingot:0, Слиток таумиума
thaumcraft:ingot:1, Слиток пустотного металла
thaumcraft:ingot:2, Слиток алхимической латуни
thaumcraft:nugget:0, Кусочек железа
thaumcraft:nugget:1, Кусочек меди
thaumcraft:nugget:2, Кусочек олова
thaumcraft:nugget:3, Кусочек серебра
thaumcraft:nugget:4, Кусочек свинца
